z_angstrom,rho_Li_1_per_nm3,rho_PF6_1_per_nm3,rho_EC_1_per_nm3,rho_DMC_1_per_nm3,rho_Li_std_1_per_nm3,rho_PF6_std_1_per_nm3,rho_EC_std_1_per_nm3,rho_DMC_std_1_per_nm3,rho_charge_e_per_nm3,rho_charge_std_e_per_nm3,z_cathode_angstrom,z_anode_angstrom
25.125,0.09182736455463726,0.5325987144168961,2.1377410468319553,7.537190082644626,0.07572278467617373,0.21417637813940493,0.6387911725468534,0.7134933043825752,-0.44077134986225885,0.2165257322782662,16.0,74.0
25.875,0.3452708907254361,0.21303948576675846,1.4655647382920107,4.932966023875114,0.08653237090460786,0.0718369411041614,0.32734877746585,0.3733660442695919,0.13223140495867766,0.03763801934236767,16.0,74.0
26.625,0.6354453627180898,0.12488521579430668,1.2304866850321394,3.0560146923783282,0.23896296318566257,0.05096211910197101,0.11095542675477103,0.5720778483417466,0.5105601469237832,0.2067237732268901,16.0,74.0
27.375,0.5583103764921945,0.2387511478420569,1.4802571166207528,2.8576675849403115,0.13470795828020016,0.08614170357802439,0.2236519511973685,0.6640331280590446,0.3195592286501377,0.18979630020589622,16.0,74.0
28.125,0.37098255280073456,0.5252525252525252,1.5610651974288334,3.6877869605142326,0.19839811608163668,0.16661037179124663,0.2362659381132893,0.7268180860903476,-0.1542699724517906,0.17257682219773746,16.0,74.0
28.875,0.2901744719926537,0.5325987144168961,1.6455463728190998,4.495867768595041,0.12278798641283215,0.09454205822761245,0.2592720880305719,0.6194638893485518,-0.24242424242424238,0.07616691038871522,16.0,74.0
29.625,0.3011937557392102,0.569329660238751,1.2929292929292926,4.5215794306703385,0.15616052649756704,0.13179706239125183,0.2625042258858753,0.42626100414754203,-0.26813590449954083,0.1180258513356079,16.0,74.0
30.375,0.32690541781450866,0.5656565656565655,1.2268135904499538,3.7832874196510553,0.12000961801803149,0.21668145019287602,0.1801314943653146,0.28892805734714905,-0.2387511478420569,0.10629785952975412,16.0,74.0
31.125,0.4187327823691459,0.4775022956841138,1.1129476584022036,3.085399449035812,0.31420527880246757,0.1503278745982084,0.18845874795027073,0.345788253145321,-0.058769513314967846,0.23208900891715878,16.0,74.0
31.875,0.5142332415059687,0.27915518824609725,1.1643709825528006,2.629935720844811,0.1982280362251873,0.11276460189538107,0.2576408142038593,0.4844100196216698,0.23507805325987138,0.1992463376325512,16.0,74.0
